"","tr_auc","te_auc","iter","cancer_type","agg_level","win_len","type","type1"
"183",0.755533573221091,0.743266117162202,3,"brain","99.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"184",0.784784831304025,0.65370179570209,4,"brain","99.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"185",0.75508876289618,0.691271710332646,5,"brain","99.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"186",0.771367492995897,0.742198999116868,6,"brain","99.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"187",0.786497683002934,0.664556962025316,7,"brain","99.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"188",0.784990639066297,0.671474830733,8,"brain","99.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"189",0.774182412066974,0.669892552251987,9,"brain","99.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"190",0.773179929095906,0.734030026493965,10,"brain","99.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"191",0.771221435874285,0.694325875772741,11,"brain","99.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"192",0.758926081818544,0.715447453635561,12,"brain","99.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"193",0.759915286869465,0.653002649396526,13,"brain","99.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"194",0.772277030525938,0.727627318221961,14,"brain","99.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"195",0.777150027219736,0.737084191934059,15,"brain","99.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"196",0.77762139338494,0.706836914924934,16,"brain","99.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"197",0.758853053257738,0.659184574624669,17,"brain","99.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"198",0.771440521556703,0.692780394465705,18,"brain","99.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"199",0.775716011843905,0.756623491315867,19,"brain","99.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"200",0.772589061649383,0.68663526641154,20,"brain","99.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"201",0.770059617861458,0.675301736826612,21,"brain","99.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"202",0.779062047720845,0.702826022961437,22,"brain","99.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"203",0.775569954722292,0.636333529584928,23,"brain","99.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"204",0.778723460757107,0.653738592876067,24,"brain","99.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"205",0.775191533998115,0.711031792758316,25,"brain","99.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"206",0.778803128277987,0.653260229614366,26,"brain","99.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"207",0.765624792532498,0.696018545775684,27,"brain","99.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"208",0.775311035279434,0.691823667942302,28,"brain","99.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"209",0.744054811254365,0.736937003238151,29,"brain","99.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"210",0.777176583060029,0.72365322343244,30,"brain","99.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"211",0.801308016877637,0.715464403583216,1,"brain","99.5.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"212",0.804947257383966,0.72483498349835,2,"brain","99.5.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"213",0.791318565400844,0.726897689768977,3,"brain","99.5.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"214",0.784166666666667,0.707272512965582,4,"brain","99.5.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"215",0.781824894514768,0.725601131541726,5,"brain","99.5.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"216",0.813512658227848,0.632543611504008,6,"brain","99.5.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"217",0.814050632911392,0.695721357850071,7,"brain","99.5.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"218",0.802289029535865,0.686468646864686,8,"brain","99.5.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"219",0.784082278481013,0.73998114097124,9,"brain","99.5.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"220",0.804198312236287,0.746817538896747,10,"brain","99.5.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"221",0.809145569620253,0.697901933050448,11,"brain","99.5.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"222",0.806571729957806,0.720709570957096,12,"brain","99.5.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"223",0.803449367088608,0.684229137199434,13,"brain","99.5.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"224",0.793438818565401,0.66531117397454,14,"brain","99.5.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"225",0.821318565400844,0.681930693069307,15,"brain","99.5.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"226",0.785042194092827,0.730139085337105,16,"brain","99.5.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"227",0.812763713080169,0.745638849599246,17,"brain","99.5.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"228",0.807911392405063,0.727722772277228,18,"brain","99.5.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"229",0.780400843881856,0.729372937293729,19,"brain","99.5.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"230",0.80415611814346,0.760313531353135,20,"brain","99.5.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"231",0.795822784810127,0.697548326261198,21,"brain","99.5.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"232",0.791033755274262,0.689120697784064,22,"brain","99.5.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
"233",0.809251054852321,0.723302687411598,23,"brain","99.5.",100000,"hsp_vs_bkpt","hotspots vs breakpoints"
