"","importance","feature","iter","feat_group","cancer_type","agg_level","win_len","is_upper","raw_feature","upper"
"7769",0.823808487764424,"upper_JUND",3,"tf","breast","99.",100000,1,"JUND","Distant"
"7770",3.95749846114945,"upper_MAX",3,"tf","breast","99.",100000,1,"MAX","Distant"
"7771",5.25347561680995,"upper_NR2F2",3,"tf","breast","99.",100000,1,"NR2F2","Distant"
"7772",1.18793686005738,"upper_REST",3,"tf","breast","99.",100000,1,"REST","Distant"
"7773",2.58845082921456,"upper_RXRA",3,"tf","breast","99.",100000,1,"RXRA","Distant"
"7774",3.88412419476298,"upper_SP1",3,"tf","breast","99.",100000,1,"SP1","Distant"
"7775",1.22739505786736,"upper_YY1",3,"tf","breast","99.",100000,1,"YY1","Distant"
"7776",0.19484604067907,"upper_ZBTB33",3,"tf","breast","99.",100000,1,"ZBTB33","Distant"
"7777",0.00506818266115033,"ATF3",4,"tf","breast","99.",100000,0,"ATF3","Current"
"7778",0.438536322635057,"CTCF",4,"tf","breast","99.",100000,0,"CTCF","Current"
"7779",0.168179319250921,"EGR1",4,"tf","breast","99.",100000,0,"EGR1","Current"
"7780",0.0156616015118958,"FOXA1",4,"tf","breast","99.",100000,0,"FOXA1","Current"
"7781",0.0808153130701442,"FOXA2",4,"tf","breast","99.",100000,0,"FOXA2","Current"
"7782",0.00137710637237467,"GABPA",4,"tf","breast","99.",100000,0,"GABPA","Current"
"7783",0.334240179969659,"HNF4A",4,"tf","breast","99.",100000,0,"HNF4A","Current"
"7784",0.0510205796497569,"HNF4G",4,"tf","breast","99.",100000,0,"HNF4G","Current"
"7785",0.0303044451036274,"JUND",4,"tf","breast","99.",100000,0,"JUND","Current"
"7786",0.0505784045862574,"MAX",4,"tf","breast","99.",100000,0,"MAX","Current"
"7787",0.758757942617742,"NR2F2",4,"tf","breast","99.",100000,0,"NR2F2","Current"
"7788",0.0372158809705616,"REST",4,"tf","breast","99.",100000,0,"REST","Current"
"7789",0.121275613759673,"RXRA",4,"tf","breast","99.",100000,0,"RXRA","Current"
"7790",0.37531404788169,"SP1",4,"tf","breast","99.",100000,0,"SP1","Current"
"7791",0.0299977246871445,"YY1",4,"tf","breast","99.",100000,0,"YY1","Current"
"7792",0.00293599343185542,"ZBTB33",4,"tf","breast","99.",100000,0,"ZBTB33","Current"
"7793",0.229213498134995,"upper_ATF3",4,"tf","breast","99.",100000,1,"ATF3","Distant"
"7794",1.05131073173228,"upper_CTCF",4,"tf","breast","99.",100000,1,"CTCF","Distant"
"7795",1.99987340931201,"upper_EGR1",4,"tf","breast","99.",100000,1,"EGR1","Distant"
