"","cancer_type","agg_level","feature_group_name_proper","value","metric","r"
"2595","breast","99.5.","TAD",0.501108805973253,"ROC AUC",1
"2596","breast","99.5.","TF",0.631927112580853,"ROC AUC",5
"2597","breast","99.5.","HM",0.652880035772966,"ROC AUC",3
"2598","breast","99.5.","methyl",0.646163505334748,"ROC AUC",6
"2599","breast","99.5.","DNase",0.572328466546037,"ROC AUC",2
"2600","breast","99.5.","non-B DNA",0.830850543873879,"ROC AUC",7
"2601","breast","99.5.","region",0.710090784301491,"ROC AUC",4
"2602","breast","99.5.","TAD",0.507327478629812,"ROC AUC",1
"2603","breast","99.5.","TF",0.688931178636052,"ROC AUC",5
"2604","breast","99.5.","HM",0.712885547305589,"ROC AUC",3
"2605","breast","99.5.","methyl",0.717322071088372,"ROC AUC",6
"2606","breast","99.5.","DNase",0.654809072190678,"ROC AUC",2
"2607","breast","99.5.","non-B DNA",0.807746303113496,"ROC AUC",7
"2608","breast","99.5.","region",0.623082662590212,"ROC AUC",4
"2609","breast","99.5.","TAD",0.514777146897943,"ROC AUC",1
"2610","breast","99.5.","TF",0.643471433622429,"ROC AUC",5
"2611","breast","99.5.","HM",0.621126328487344,"ROC AUC",3
"2612","breast","99.5.","methyl",0.601912657806618,"ROC AUC",6
"2613","breast","99.5.","DNase",0.628573396975936,"ROC AUC",2
"2614","breast","99.5.","non-B DNA",0.823719348599239,"ROC AUC",7
"2615","breast","99.5.","region",0.603599914727231,"ROC AUC",4
"2616","breast","99.5.","TAD",0.487953921507456,"ROC AUC",1
"2617","breast","99.5.","TF",0.686843555666479,"ROC AUC",5
"2618","breast","99.5.","HM",0.630417940558641,"ROC AUC",3
"2619","breast","99.5.","methyl",0.68945243443356,"ROC AUC",6
"2620","breast","99.5.","DNase",0.651938915579959,"ROC AUC",2
"2621","breast","99.5.","non-B DNA",0.816118893117864,"ROC AUC",7
"2622","breast","99.5.","region",0.622358623988686,"ROC AUC",4
"2623","breast","99.5.","TAD",0.508145109294732,"ROC AUC",1
"2624","breast","99.5.","TF",0.600718059108588,"ROC AUC",5
"2625","breast","99.5.","HM",0.578652430273913,"ROC AUC",3
"2626","breast","99.5.","methyl",0.651420259561989,"ROC AUC",6
"2627","breast","99.5.","DNase",0.487125891724382,"ROC AUC",2
"2628","breast","99.5.","non-B DNA",0.811679769555542,"ROC AUC",7
"2629","breast","99.5.","region",0.600576371123729,"ROC AUC",4
"2630","breast","99.5.","TAD",0.489647677876916,"ROC AUC",1
"2631","breast","99.5.","TF",0.639393679415986,"ROC AUC",5
"2632","breast","99.5.","HM",0.626086707847174,"ROC AUC",3
"2633","breast","99.5.","methyl",0.695177148977767,"ROC AUC",6
"2634","breast","99.5.","DNase",0.651989611280963,"ROC AUC",2
"2635","breast","99.5.","non-B DNA",0.846156745907947,"ROC AUC",7
"2636","breast","99.5.","region",0.611301761610615,"ROC AUC",4
"2637","breast","99.5.","TAD",0.511673010128741,"ROC AUC",1
"2638","breast","99.5.","TF",0.67229908903725,"ROC AUC",5
"2639","breast","99.5.","HM",0.628076839084046,"ROC AUC",3
"2640","breast","99.5.","methyl",0.683219462989538,"ROC AUC",6
"2641","breast","99.5.","DNase",0.626510471911982,"ROC AUC",2
"2642","breast","99.5.","non-B DNA",0.79484879682203,"ROC AUC",7
"2643","breast","99.5.","region",0.680254414425657,"ROC AUC",4
"2644","breast","99.5.","TAD",0.500462760757888,"ROC AUC",1
"2645","breast","99.5.","TF",0.710388459058672,"ROC AUC",5
"2646","breast","99.5.","HM",0.628711185291487,"ROC AUC",3
"2647","breast","99.5.","methyl",0.703549738982134,"ROC AUC",6
"2648","breast","99.5.","DNase",0.628241925084753,"ROC AUC",2
"2649","breast","99.5.","non-B DNA",0.799492003078139,"ROC AUC",7
"2650","breast","99.5.","region",0.641067937438905,"ROC AUC",4
"2651","breast","99.5.","TAD",0.491666406688713,"ROC AUC",1
"2652","breast","99.5.","TF",0.660910754767996,"ROC AUC",5
"2653","breast","99.5.","HM",0.650754716000083,"ROC AUC",3
"2654","breast","99.5.","methyl",0.65169843597263,"ROC AUC",6
"2655","breast","99.5.","DNase",0.613627264407978,"ROC AUC",2
"2656","breast","99.5.","non-B DNA",0.833103252844159,"ROC AUC",7
"2657","breast","99.5.","region",0.624639930533891,"ROC AUC",4
"2658","breast","99.5.","TAD",0.511810798444292,"ROC AUC",1
"2659","breast","99.5.","TF",0.580186300201743,"ROC AUC",5
"2660","breast","99.5.","HM",0.651820625610948,"ROC AUC",3
"2661","breast","99.5.","methyl",0.706565483247021,"ROC AUC",6
"2662","breast","99.5.","DNase",0.556430814666916,"ROC AUC",2
"2663","breast","99.5.","non-B DNA",0.795182868492752,"ROC AUC",7
"2664","breast","99.5.","region",0.657837815353258,"ROC AUC",4
"2665","breast","99.5.","TAD",0.494901832324619,"ROC AUC",1
"2666","breast","99.5.","TF",0.708315134876563,"ROC AUC",5
"2667","breast","99.5.","HM",0.63814968490672,"ROC AUC",3
"2668","breast","99.5.","methyl",0.641984359726295,"ROC AUC",6
"2669","breast","99.5.","DNase",0.587785455793349,"ROC AUC",2
"2670","breast","99.5.","non-B DNA",0.808393648218631,"ROC AUC",7
"2671","breast","99.5.","region",0.634655581206714,"ROC AUC",4
"2672","breast","99.5.","TAD",0.500642145546058,"ROC AUC",1
"2673","breast","99.5.","TF",0.650954899024563,"ROC AUC",5
"2674","breast","99.5.","HM",0.653177710530147,"ROC AUC",3
"2675","breast","99.5.","methyl",0.639527568062228,"ROC AUC",6
"2676","breast","99.5.","DNase",0.647731172396581,"ROC AUC",2
"2677","breast","99.5.","non-B DNA",0.831522586884632,"ROC AUC",7
"2678","breast","99.5.","region",0.639833042158025,"ROC AUC",4
"2679","breast","99.5.","TAD",0.491840591917805,"ROC AUC",1
"2680","breast","99.5.","TF",0.637460743328966,"ROC AUC",5
"2681","breast","99.5.","HM",0.640052723529045,"ROC AUC",3
"2682","breast","99.5.","methyl",0.664660936752563,"ROC AUC",6
"2683","breast","99.5.","DNase",0.619028306399617,"ROC AUC",2
"2684","breast","99.5.","non-B DNA",0.843563465818099,"ROC AUC",7
"2685","breast","99.5.","region",0.661925968677856,"ROC AUC",4
"2686","breast","99.5.","TAD",0.514816143591023,"ROC AUC",1
"2687","breast","99.5.","TF",0.700294814999688,"ROC AUC",5
"2688","breast","99.5.","HM",0.64669646014018,"ROC AUC",3
"2689","breast","99.5.","methyl",0.68652378278322,"ROC AUC",6
"2690","breast","99.5.","DNase",0.637114972650319,"ROC AUC",2
"2691","breast","99.5.","non-B DNA",0.784827946590129,"ROC AUC",7
"2692","breast","99.5.","region",0.66407078679728,"ROC AUC",4
"2693","breast","99.5.","TAD",0.489132921528254,"ROC AUC",1
"2694","breast","99.5.","TF",0.711519363158004,"ROC AUC",5
"2695","breast","99.5.","HM",0.629042657182671,"ROC AUC",3
"2696","breast","99.5.","methyl",0.667343909236497,"ROC AUC",6
"2697","breast","99.5.","DNase",0.567066512759718,"ROC AUC",2
"2698","breast","99.5.","non-B DNA",0.828157172271791,"ROC AUC",7
"2699","breast","99.5.","region",0.590238347788108,"ROC AUC",4
"2700","breast","99.5.","TAD",0.533482560678854,"ROC AUC",1
"2701","breast","99.5.","TF",0.670752220211726,"ROC AUC",5
"2702","breast","99.5.","HM",0.60154998856097,"ROC AUC",3
"2703","breast","99.5.","methyl",0.673634075830369,"ROC AUC",6
"2704","breast","99.5.","DNase",0.667570090056363,"ROC AUC",2
"2705","breast","99.5.","non-B DNA",0.797134003036543,"ROC AUC",7
"2706","breast","99.5.","region",0.644053784239097,"ROC AUC",4
"2707","breast","99.5.","TAD",0.505640221709199,"ROC AUC",1
"2708","breast","99.5.","TF",0.577660614379901,"ROC AUC",5
"2709","breast","99.5.","HM",0.569025446642125,"ROC AUC",3
"2710","breast","99.5.","methyl",0.683888906220752,"ROC AUC",6
"2711","breast","99.5.","DNase",0.536255225556873,"ROC AUC",2
"2712","breast","99.5.","non-B DNA",0.82620733761777,"ROC AUC",7
"2713","breast","99.5.","region",0.620303498263347,"ROC AUC",4
"2714","breast","99.5.","TAD",0.504326033152389,"ROC AUC",1
"2715","breast","99.5.","TF",0.606137299556998,"ROC AUC",5
"2716","breast","99.5.","HM",0.634142124747821,"ROC AUC",3
"2717","breast","99.5.","methyl",0.663481936731765,"ROC AUC",6
"2718","breast","99.5.","DNase",0.579142488716957,"ROC AUC",2
"2719","breast","99.5.","non-B DNA",0.835914914415257,"ROC AUC",7
"2720","breast","99.5.","region",0.667862565254466,"ROC AUC",4
"2721","breast","99.5.","TAD",0.5003392712298,"ROC AUC",1
"2722","breast","99.5.","TF",0.756759426800607,"ROC AUC",5
"2723","breast","99.5.","HM",0.631695732201909,"ROC AUC",3
"2724","breast","99.5.","methyl",0.728125454961419,"ROC AUC",6
"2725","breast","99.5.","DNase",0.594371997254633,"ROC AUC",2
"2726","breast","99.5.","non-B DNA",0.805331107922048,"ROC AUC",7
"2727","breast","99.5.","region",0.610898795782118,"ROC AUC",4
"2728","breast","99.5.","TAD",0.513542251617063,"ROC AUC",1
"2729","breast","99.5.","TF",0.636064661716686,"ROC AUC",5
"2730","breast","99.5.","HM",0.65785341403049,"ROC AUC",3
"2731","breast","99.5.","methyl",0.678058900605229,"ROC AUC",6
"2732","breast","99.5.","DNase",0.622621201722094,"ROC AUC",2
"2733","breast","99.5.","non-B DNA",0.803829735238452,"ROC AUC",7
"2734","breast","99.5.","region",0.607556779185125,"ROC AUC",4
"2735","breast","99.5.","TAD",0.495538778311599,"ROC AUC",1
"2736","breast","99.5.","TF",0.660071025976997,"ROC AUC",5
"2737","breast","99.5.","HM",0.655956874857012,"ROC AUC",3
"2738","breast","99.5.","methyl",0.665121097730912,"ROC AUC",6
"2739","breast","99.5.","DNase",0.607966244462469,"ROC AUC",2
"2740","breast","99.5.","non-B DNA",0.822172479773715,"ROC AUC",7
"2741","breast","99.5.","region",0.663029575092032,"ROC AUC",4
"2742","breast","99.5.","TAD",0.488911940267465,"ROC AUC",1
"2743","breast","99.5.","TF",0.723435452673613,"ROC AUC",5
"2744","breast","99.5.","HM",0.67365227428714,"ROC AUC",3
"2745","breast","99.5.","methyl",0.721163245356794,"ROC AUC",6
"2746","breast","99.5.","DNase",0.5,"ROC AUC",2
"2747","breast","99.5.","non-B DNA",0.82349836733845,"ROC AUC",7
"2748","breast","99.5.","region",0.599871830868742,"ROC AUC",4
"2749","breast","99.5.","TAD",0.508246500696741,"ROC AUC",1
"2750","breast","99.5.","TF",0.606243890518084,"ROC AUC",5
"2751","breast","99.5.","HM",0.62681204633847,"ROC AUC",3
"2752","breast","99.5.","methyl",0.664105883821052,"ROC AUC",6
"2753","breast","99.5.","DNase",0.586913229758117,"ROC AUC",2
"2754","breast","99.5.","non-B DNA",0.816957322019093,"ROC AUC",7
"2755","breast","99.5.","region",0.661613995133213,"ROC AUC",4
"2756","breast","99.5.","TAD",0.500262577733408,"ROC AUC",1
"2757","breast","99.5.","TF",0.686380794908592,"ROC AUC",5
"2758","breast","99.5.","HM",0.678246084732015,"ROC AUC",3
"2759","breast","99.5.","methyl",0.67072492252657,"ROC AUC",6
"2760","breast","99.5.","DNase",0.608348412054658,"ROC AUC",2
"2761","breast","99.9.","non-B DNA",0.905719494132392,"ROC AUC",7
"2762","breast","99.9.","region",0.835279708328586,"ROC AUC",3
"2763","breast","99.9.","TAD",0.515274296456648,"ROC AUC",1
"2764","breast","99.9.","TF",0.648470434089097,"ROC AUC",2
"2765","breast","99.9.","HM",0.831363222057651,"ROC AUC",4
"2766","breast","99.9.","methyl",0.848866355246667,"ROC AUC",5
"2767","breast","99.9.","DNase",0.911245300216475,"ROC AUC",8
"2768","breast","99.9.","non-B DNA",0.929026147886522,"ROC AUC",7
"2769","breast","99.9.","region",0.853366754016179,"ROC AUC",3
"2770","breast","99.9.","TAD",0.565448046029395,"ROC AUC",1
"2771","breast","99.9.","TF",0.829511792184118,"ROC AUC",2
"2772","breast","99.9.","HM",0.876858550757662,"ROC AUC",4
"2773","breast","99.9.","methyl",0.893685199954426,"ROC AUC",5
"2774","breast","99.9.","DNase",0.892802210322434,"ROC AUC",8
"2775","breast","99.9.","non-B DNA",0.800244958414037,"ROC AUC",7
"2776","breast","99.9.","region",0.773619972655805,"ROC AUC",3
"2777","breast","99.9.","TAD",0.541642930386237,"ROC AUC",1
"2778","breast","99.9.","TF",0.7565868178193,"ROC AUC",2
"2779","breast","99.9.","HM",0.744395864190498,"ROC AUC",4
"2780","breast","99.9.","methyl",0.787576905548593,"ROC AUC",5
"2781","breast","99.9.","DNase",0.848275321863963,"ROC AUC",8
"2782","breast","99.9.","non-B DNA",0.829369374501538,"ROC AUC",7
"2783","breast","99.9.","region",0.602597698530249,"ROC AUC",3
"2784","breast","99.9.","TAD",0.390566252705936,"ROC AUC",1
"2785","breast","99.9.","TF",0.57790247237097,"ROC AUC",2
"2786","breast","99.9.","HM",0.698850689301584,"ROC AUC",4
"2787","breast","99.9.","methyl",0.6938162242224,"ROC AUC",5
"2788","breast","99.9.","DNase",0.909849606927196,"ROC AUC",8
"2789","breast","99.9.","non-B DNA",0.762148228324029,"ROC AUC",7
"2790","breast","99.9.","region",0.799725133872622,"ROC AUC",3
"2791","breast","99.9.","TAD",0.414449698074513,"ROC AUC",1
"2792","breast","99.9.","TF",0.711625555428962,"ROC AUC",2
"2793","breast","99.9.","HM",0.891328187307736,"ROC AUC",4
"2794","breast","99.9.","methyl",0.791009171698758,"ROC AUC",5
"2795","breast","99.9.","DNase",0.867252478067677,"ROC AUC",8
"2796","breast","99.9.","non-B DNA",0.753937848923322,"ROC AUC",7
"2797","breast","99.9.","region",0.790838270479663,"ROC AUC",3
"2798","breast","99.9.","TAD",0.521141904978922,"ROC AUC",1
"2799","breast","99.9.","TF",0.685598723937564,"ROC AUC",2
"2800","breast","99.9.","HM",0.795673350803236,"ROC AUC",4
"2801","breast","99.9.","methyl",0.677067904751054,"ROC AUC",5
"2802","breast","99.9.","DNase",0.828678648741028,"ROC AUC",8
"2803","breast","99.9.","non-B DNA",0.707929816566025,"ROC AUC",7
"2804","breast","99.9.","region",0.808982283240287,"ROC AUC",3
"2805","breast","99.9.","TAD",0.347128859519198,"ROC AUC",1
"2806","breast","99.9.","TF",0.754194200751965,"ROC AUC",2
"2807","breast","99.9.","HM",0.868441665717215,"ROC AUC",4
"2808","breast","99.9.","methyl",0.651689073715393,"ROC AUC",5
"2809","breast","99.9.","DNase",0.902059359690099,"ROC AUC",8
"2810","breast","99.9.","non-B DNA",0.847420815768486,"ROC AUC",7
"2811","breast","99.9.","region",0.773484675857354,"ROC AUC",3
"2812","breast","99.9.","TAD",0.344543978580381,"ROC AUC",1
"2813","breast","99.9.","TF",0.804296741483423,"ROC AUC",2
"2814","breast","99.9.","HM",0.789528027799932,"ROC AUC",4
"2815","breast","99.9.","methyl",0.825424404694087,"ROC AUC",5
"2816","breast","99.9.","DNase",0.858458186168395,"ROC AUC",8
"2817","breast","99.9.","non-B DNA",0.913965477953743,"ROC AUC",7
"2818","breast","99.9.","region",0.756921499373362,"ROC AUC",3
"2819","breast","99.9.","TAD",0.562186681098325,"ROC AUC",1
"2820","breast","99.9.","TF",0.786480289392731,"ROC AUC",2
"2821","breast","99.9.","HM",0.796022274125555,"ROC AUC",4
"2822","breast","99.9.","methyl",0.766613022672895,"ROC AUC",5
"2823","breast","99.9.","DNase",0.892360715506437,"ROC AUC",8
"2824","breast","99.9.","non-B DNA",0.811396262960009,"ROC AUC",7
"2825","breast","99.9.","region",0.861555770764498,"ROC AUC",3
"2826","breast","99.9.","TAD",0.489553662982796,"ROC AUC",1
"2827","breast","99.9.","TF",0.689629144354563,"ROC AUC",2
"2828","breast","99.9.","HM",0.817263871482283,"ROC AUC",4
"2829","breast","99.9.","methyl",0.801028255668224,"ROC AUC",5
"2830","breast","99.9.","DNase",0.842528768371881,"ROC AUC",8
"2831","breast","99.9.","non-B DNA",0.881786202574912,"ROC AUC",7
"2832","breast","99.9.","region",0.695005411871938,"ROC AUC",3
"2833","breast","99.9.","TAD",0.582303178762675,"ROC AUC",1
"2834","breast","99.9.","TF",0.684694371653184,"ROC AUC",2
"2835","breast","99.9.","HM",0.650798963199271,"ROC AUC",4
"2836","breast","99.9.","methyl",0.707595135011963,"ROC AUC",5
"2837","breast","99.9.","DNase",0.897587444457104,"ROC AUC",8
"2838","breast","99.9.","non-B DNA",0.811624131252136,"ROC AUC",7
"2839","breast","99.9.","region",0.801640651703315,"ROC AUC",3
"2840","breast","99.9.","TAD",0.609547681440128,"ROC AUC",1
"2841","breast","99.9.","TF",0.741853708556454,"ROC AUC",2
"2842","breast","99.9.","HM",0.779608636208272,"ROC AUC",4
"2843","breast","99.9.","methyl",0.734497835251225,"ROC AUC",5
"2844","breast","99.9.","DNase",0.844280505867608,"ROC AUC",8
"2845","breast","99.9.","non-B DNA",0.870036743762105,"ROC AUC",7
"2846","breast","99.9.","region",0.671734362538453,"ROC AUC",3
"2847","breast","99.9.","TAD",0.584945026774524,"ROC AUC",1
"2848","breast","99.9.","TF",0.726451236185485,"ROC AUC",2
"2849","breast","99.9.","HM",0.691259826820098,"ROC AUC",4
"2850","breast","99.9.","methyl",0.807949755041586,"ROC AUC",5
"2851","breast","99.9.","DNase",0.889256010026205,"ROC AUC",8
"2852","breast","99.9.","non-B DNA",0.885296798450496,"ROC AUC",7
"2853","breast","99.9.","region",0.812115472257035,"ROC AUC",3
"2854","breast","99.9.","TAD",0.440419562492879,"ROC AUC",1
"2855","breast","99.9.","TF",0.854185655691011,"ROC AUC",2
"2856","breast","99.9.","HM",0.836945995214766,"ROC AUC",4
"2857","breast","99.9.","methyl",0.877933804261137,"ROC AUC",5
"2858","breast","99.9.","DNase",0.88200694998291,"ROC AUC",8
"2859","breast","99.9.","non-B DNA",0.884855303634499,"ROC AUC",7
"2860","breast","99.9.","region",0.782307451293153,"ROC AUC",3
"2861","breast","99.9.","TAD",0.589395579355133,"ROC AUC",1
"2862","breast","99.9.","TF",0.79939045231856,"ROC AUC",2
"2863","breast","99.9.","HM",0.733451065284266,"ROC AUC",4
"2864","breast","99.9.","methyl",0.803513444229236,"ROC AUC",5
"2865","breast","99.9.","DNase",0.877976529565911,"ROC AUC",8
"2866","breast","99.9.","non-B DNA",0.900293380426114,"ROC AUC",7
"2867","breast","99.9.","region",0.820069499829099,"ROC AUC",3
"2868","breast","99.9.","TAD",0.448216930614105,"ROC AUC",1
"2869","breast","99.9.","TF",0.800159507804489,"ROC AUC",2
"2870","breast","99.9.","HM",0.811545801526718,"ROC AUC",4
"2871","breast","99.9.","methyl",0.836112851771676,"ROC AUC",5
"2872","breast","99.9.","DNase",0.909087672325396,"ROC AUC",8
"2873","breast","99.9.","non-B DNA",0.893357639284494,"ROC AUC",7
"2874","breast","99.9.","region",0.742864874102769,"ROC AUC",3
"2875","breast","99.9.","TAD",0.529886350689302,"ROC AUC",1
"2876","breast","99.9.","TF",0.814864133530819,"ROC AUC",2
"2877","breast","99.9.","HM",0.728779765295659,"ROC AUC",4
"2878","breast","99.9.","methyl",0.823587216588812,"ROC AUC",5
"2879","breast","99.9.","DNase",0.899267973111541,"ROC AUC",8
"2880","breast","99.9.","non-B DNA",0.913602312863165,"ROC AUC",7
"2881","breast","99.9.","region",0.754635695567962,"ROC AUC",3
"2882","breast","99.9.","TAD",0.533140594736242,"ROC AUC",1
"2883","breast","99.9.","TF",0.708228893699442,"ROC AUC",2
"2884","breast","99.9.","HM",0.750042725304774,"ROC AUC",4
"2885","breast","99.9.","methyl",0.801654893471573,"ROC AUC",5
"2886","breast","99.9.","DNase",0.896270080893244,"ROC AUC",8
"2887","breast","99.9.","non-B DNA",0.893578386692492,"ROC AUC",7
"2888","breast","99.9.","region",0.849172553264213,"ROC AUC",3
"2889","breast","99.9.","TAD",0.459980631195169,"ROC AUC",1
"2890","breast","99.9.","TF",0.789342884812578,"ROC AUC",2
"2891","breast","99.9.","HM",0.813739033838441,"ROC AUC",4
"2892","breast","99.9.","methyl",0.885154380767916,"ROC AUC",5
"2893","breast","99.9.","DNase",0.909144639398428,"ROC AUC",8
"2894","breast","99.9.","non-B DNA",0.791650051270366,"ROC AUC",7
"2895","breast","99.9.","region",0.711148456192321,"ROC AUC",3
"2896","breast","99.9.","TAD",0.611306539819984,"ROC AUC",1
"2897","breast","99.9.","TF",0.684523470434089,"ROC AUC",2
"2898","breast","99.9.","HM",0.662341916372337,"ROC AUC",4
"2899","breast","99.9.","methyl",0.767930386236755,"ROC AUC",5
"2900","breast","99.9.","DNase",0.825937108351373,"ROC AUC",8
"2901","breast","99.9.","non-B DNA",0.765445197675743,"ROC AUC",7
"2902","breast","99.9.","region",0.703906517033155,"ROC AUC",3
"2903","breast","99.9.","TAD",0.47995471117694,"ROC AUC",1
"2904","breast","99.9.","TF",0.550935684174547,"ROC AUC",2
"2905","breast","99.9.","HM",0.690497892218298,"ROC AUC",4
"2906","breast","99.9.","methyl",0.755775037028597,"ROC AUC",5
"2907","breast","99.9.","DNase",0.781509912270708,"ROC AUC",8
"2908","breast","99.9.","non-B DNA",0.889199042953173,"ROC AUC",7
"2909","breast","99.9.","region",0.748917625612396,"ROC AUC",3
"2910","breast","99.9.","TAD",0.568367608522274,"ROC AUC",1
"2911","breast","99.9.","TF",0.689693232311724,"ROC AUC",2
"2912","breast","99.9.","HM",0.678200125327561,"ROC AUC",4
"2913","breast","99.9.","methyl",0.843290702973681,"ROC AUC",5
"2914","breast","99.9.","DNase",0.858942406289165,"ROC AUC",8
"2915","breast","99.9.","non-B DNA",0.651632106642361,"ROC AUC",7
"2916","breast","99.9.","region",0.614268827617637,"ROC AUC",3
"2917","breast","99.9.","TAD",0.518977156203714,"ROC AUC",1
"2918","breast","99.9.","TF",0.655178306938589,"ROC AUC",2
"2919","breast","99.9.","HM",0.702788538224906,"ROC AUC",4
"2920","breast","99.9.","methyl",0.696201720405606,"ROC AUC",5
"2921","breast","99.9.","DNase",0.796392560100262,"ROC AUC",8
"2922","breast","99.9.","non-B DNA",0.912185256921499,"ROC AUC",7
"2923","breast","99.9.","region",0.791422182978239,"ROC AUC",3
"2924","breast","99.9.","TAD",0.537334795488208,"ROC AUC",1
"2925","breast","99.9.","TF",0.847484903725647,"ROC AUC",2
"2926","breast","99.9.","HM",0.884463655007406,"ROC AUC",4
"2927","breast","99.9.","methyl",0.884178819642247,"ROC AUC",5
"2928","breast","99.9.","DNase",0.874615472257035,"ROC AUC",8
"2929","breast","99.9.","non-B DNA",0.833891135923436,"ROC AUC",7
"2930","breast","99.9.","region",0.693403212942919,"ROC AUC",3
"2931","breast","99.9.","TAD",0.514740230146975,"ROC AUC",1
"2932","breast","99.9.","TF",0.654921955109946,"ROC AUC",2
"2933","breast","99.9.","HM",0.721587672325396,"ROC AUC",4
"2934","breast","99.9.","methyl",0.807899908852683,"ROC AUC",5
"2935","breast","99.9.","DNase",0.889462515665945,"ROC AUC",8
"2936","breast","99.9.","non-B DNA",0.767310869317534,"ROC AUC",7
"2937","breast","99.9.","region",0.720199099920246,"ROC AUC",3
"2938","breast","99.9.","TAD",0.366761137062778,"ROC AUC",1
"2939","breast","99.9.","TF",0.893307793095591,"ROC AUC",2
"2940","breast","99.9.","HM",0.808533667540162,"ROC AUC",4
"2941","breast","99.9.","methyl",0.782428506323345,"ROC AUC",5
"2942","breast","99.9.","DNase",0.853188731912954,"ROC AUC",8
"2943","breast","99.9.","non-B DNA",0.95137148228324,"ROC AUC",7
"2944","breast","99.9.","region",0.842842087273556,"ROC AUC",3
"2945","breast","99.9.","TAD",0.492366412213741,"ROC AUC",1
"2946","breast","99.9.","TF",0.82914862709354,"ROC AUC",2
"2947","breast","99.9.","HM",0.88762532756067,"ROC AUC",4
"2948","breast","99.9.","methyl",0.895914036686795,"ROC AUC",5
"2949","breast","99.9.","DNase",0.900556853138886,"ROC AUC",8
"2950","breast","99.9.","non-B DNA",0.885980403326877,"ROC AUC",7
"2951","breast","99.9.","region",0.764533724507235,"ROC AUC",3
"2952","breast","99.9.","TAD",0.343817648399225,"ROC AUC",1
"2953","breast","99.9.","TF",0.692755212487182,"ROC AUC",2
"2954","breast","99.9.","HM",0.873419163723368,"ROC AUC",4
"2955","breast","99.9.","methyl",0.778341118833314,"ROC AUC",5
"2956","breast","99.9.","DNase",0.867608522274126,"ROC AUC",8
"2957","breast","99.9.","non-B DNA",0.779907713341689,"ROC AUC",7
"2958","breast","99.9.","region",0.772801070980973,"ROC AUC",3
"2959","breast","99.9.","TAD",0.554852170445483,"ROC AUC",1
"2960","breast","99.9.","TF",0.786636948843568,"ROC AUC",2
"2961","breast","99.9.","HM",0.737766321066424,"ROC AUC",4
"2962","breast","99.9.","methyl",0.710336675401618,"ROC AUC",5
"2963","breast","99.9.","DNase",0.86168394667882,"ROC AUC",8
"2964","breast","99.9.","non-B DNA",0.894112453002165,"ROC AUC",7
"2965","breast","99.9.","region",0.729057479776689,"ROC AUC",3
"2966","breast","99.9.","TAD",0.427445311609889,"ROC AUC",1
"2967","breast","99.9.","TF",0.708107838669249,"ROC AUC",2
"2968","breast","99.9.","HM",0.842763757548137,"ROC AUC",4
"2969","breast","99.9.","methyl",0.905904637119745,"ROC AUC",5
"2970","breast","99.9.","DNase",0.864973795146405,"ROC AUC",8
"2971","liver","99.","non-B DNA",0.505589888122958,"ROC AUC",4
"2972","liver","99.","region",0.606678928612484,"ROC AUC",6
"2973","liver","99.","TAD",0.512098761517046,"ROC AUC",2
"2974","liver","99.","TF",0.624510281932261,"ROC AUC",8
"2975","liver","99.","HM",0.494768853072027,"ROC AUC",5
"2976","liver","99.","methyl",0.524260946891768,"ROC AUC",3
"2977","liver","99.","DNase",0.5,"ROC AUC",1
"2978","liver","99.","non-B DNA",0.513378469978714,"ROC AUC",4
"2979","liver","99.","region",0.60251673795244,"ROC AUC",6
"2980","liver","99.","TAD",0.509306790448896,"ROC AUC",2
"2981","liver","99.","TF",0.586534586483055,"ROC AUC",8
"2982","liver","99.","HM",0.56694718510385,"ROC AUC",5
"2983","liver","99.","methyl",0.5285361112983,"ROC AUC",3
"2984","liver","99.","DNase",0.494826991608231,"ROC AUC",1
"2985","liver","99.","non-B DNA",0.536045892446351,"ROC AUC",4
"2986","liver","99.","region",0.554381993966806,"ROC AUC",6
"2987","liver","99.","TAD",0.506966053701509,"ROC AUC",2
"2988","liver","99.","TF",0.61318582001102,"ROC AUC",8
"2989","liver","99.","HM",0.556840329116968,"ROC AUC",5
"2990","liver","99.","methyl",0.524265571548057,"ROC AUC",3
"2991","liver","99.","DNase",0.497873318772273,"ROC AUC",1
"2992","liver","99.","non-B DNA",0.572465060721737,"ROC AUC",4
"2993","liver","99.","region",0.552274472029418,"ROC AUC",6
"2994","liver","99.","TAD",0.512832760536619,"ROC AUC",2
"2995","liver","99.","TF",0.594605272372435,"ROC AUC",8
"2996","liver","99.","HM",0.556879969028016,"ROC AUC",5
"2997","liver","99.","methyl",0.517617297800117,"ROC AUC",3
"2998","liver","99.","DNase",0.5,"ROC AUC",1
"2999","liver","99.","non-B DNA",0.5537451127293,"ROC AUC",4
"3000","liver","99.","region",0.489146592355047,"ROC AUC",6
"3001","liver","99.","TAD",0.50928829182374,"ROC AUC",2
"3002","liver","99.","TF",0.637220819409815,"ROC AUC",8
"3003","liver","99.","HM",0.576680765261696,"ROC AUC",5
"3004","liver","99.","methyl",0.494459661765852,"ROC AUC",3
"3005","liver","99.","DNase",0.493907345671916,"ROC AUC",1
"3006","liver","99.","non-B DNA",0.53011510108838,"ROC AUC",4
"3007","liver","99.","region",0.604348762508044,"ROC AUC",6
"3008","liver","99.","TAD",0.49637228747392,"ROC AUC",2
"3009","liver","99.","TF",0.653667418503646,"ROC AUC",8
