"","cancer_type","agg_level","feature_group_name_proper","value","metric","r"
"1","blood","99.","all",0.529465849091044,"ROC AUC",5
"2","blood","99.","all",0.527090192472806,"ROC AUC",5
"3","blood","99.","all",0.534668766943624,"ROC AUC",5
"4","blood","99.","all",0.539450502646755,"ROC AUC",5
"5","blood","99.","all",0.528188781546408,"ROC AUC",5
"6","blood","99.","all",0.549251945347729,"ROC AUC",5
"7","blood","99.","all",0.534863470730207,"ROC AUC",5
"8","blood","99.","all",0.548172285808933,"ROC AUC",5
"9","blood","99.","all",0.516593089367686,"ROC AUC",5
"10","blood","99.","all",0.540979738637209,"ROC AUC",5
"11","blood","99.","all",0.552607881447028,"ROC AUC",5
"12","blood","99.","all",0.575472731329056,"ROC AUC",5
"13","blood","99.","all",0.560609666231738,"ROC AUC",5
"14","blood","99.","all",0.537766450103774,"ROC AUC",5
"15","blood","99.","all",0.546060966623174,"ROC AUC",5
"16","blood","99.","all",0.553693625479154,"ROC AUC",5
"17","blood","99.","all",0.544236294678773,"ROC AUC",5
"18","blood","99.","all",0.543696802936782,"ROC AUC",5
"19","blood","99.","all",0.537179634524767,"ROC AUC",5
"20","blood","99.","all",0.510954116159738,"ROC AUC",5
"21","blood","99.","all",0.538781208380375,"ROC AUC",5
"22","blood","99.","all",0.536814564924924,"ROC AUC",5
"23","blood","99.","all",0.554055314804924,"ROC AUC",5
"24","blood","99.","all",0.528938526335715,"ROC AUC",5
"25","blood","99.","all",0.516770891783906,"ROC AUC",5
"26","blood","99.","all",0.538888701095885,"ROC AUC",5
"27","blood","99.","all",0.530335931637337,"ROC AUC",5
"28","blood","99.","all",0.54754423088624,"ROC AUC",5
"29","blood","99.","all",0.536755072101246,"ROC AUC",5
"30","blood","99.","all",0.521943387169832,"ROC AUC",5
"31","blood","99.5.","all",0.597456635677295,"ROC AUC",5
"32","blood","99.5.","all",0.598813720596493,"ROC AUC",5
"33","blood","99.5.","all",0.58421595848672,"ROC AUC",5
"34","blood","99.5.","all",0.587437085335164,"ROC AUC",5
"35","blood","99.5.","all",0.562754778394792,"ROC AUC",5
"36","blood","99.5.","all",0.609593706453693,"ROC AUC",5
"37","blood","99.5.","all",0.589988768952393,"ROC AUC",5
"38","blood","99.5.","all",0.603229446142967,"ROC AUC",5
"39","blood","99.5.","all",0.547360183856409,"ROC AUC",5
"40","blood","99.5.","all",0.60045418148541,"ROC AUC",5
"41","blood","99.5.","all",0.6092414363262,"ROC AUC",5
"42","blood","99.5.","all",0.564821603128055,"ROC AUC",5
"43","blood","99.5.","all",0.587669765603877,"ROC AUC",5
"44","blood","99.5.","all",0.62874498242549,"ROC AUC",5
"45","blood","99.5.","all",0.600798652274287,"ROC AUC",5
"46","blood","99.5.","all",0.601412200245419,"ROC AUC",5
"47","blood","99.5.","all",0.581959349847133,"ROC AUC",5
"48","blood","99.5.","all",0.551057070360433,"ROC AUC",5
"49","blood","99.5.","all",0.589523408414966,"ROC AUC",5
"50","blood","99.5.","all",0.614346103450427,"ROC AUC",5
"51","blood","99.5.","all",0.57214388219879,"ROC AUC",5
"52","blood","99.5.","all",0.580676358644787,"ROC AUC",5
"53","blood","99.5.","all",0.613967835527547,"ROC AUC",5
"54","blood","99.5.","all",0.582693787566814,"ROC AUC",5
"55","blood","99.5.","all",0.551059670139972,"ROC AUC",5
"56","blood","99.5.","all",0.667609086749444,"ROC AUC",5
"57","blood","99.5.","all",0.53480584846405,"ROC AUC",5
"58","blood","99.5.","all",0.514977329922423,"ROC AUC",5
"59","blood","99.5.","all",0.609631403257004,"ROC AUC",5
"60","blood","99.5.","all",0.633319294523824,"ROC AUC",5
"61","blood","99.9.","all",0.649741236207402,"ROC AUC",7
"62","blood","99.9.","all",0.702494873547505,"ROC AUC",7
"63","blood","99.9.","all",0.733709273182957,"ROC AUC",7
"64","blood","99.9.","all",0.8461576017967,"ROC AUC",7
"65","blood","99.9.","all",0.879316798489731,"ROC AUC",7
"66","blood","99.9.","all",0.767991407089151,"ROC AUC",7
"67","blood","99.9.","all",0.840054682159945,"ROC AUC",7
"68","blood","99.9.","all",0.805536568694463,"ROC AUC",7
"69","blood","99.9.","all",0.756941053933535,"ROC AUC",7
"70","blood","99.9.","all",0.750113921166553,"ROC AUC",7
"71","blood","99.9.","all",0.824813657520424,"ROC AUC",7
"72","blood","99.9.","all",0.780262344172119,"ROC AUC",7
"73","blood","99.9.","all",0.763060248022654,"ROC AUC",7
"74","blood","99.9.","all",0.816879861992644,"ROC AUC",7
"75","blood","99.9.","all",0.715815512807994,"ROC AUC",7
"76","blood","99.9.","all",0.693950786056049,"ROC AUC",7
"77","blood","99.9.","all",0.755956449565472,"ROC AUC",7
"78","blood","99.9.","all",0.673786739576213,"ROC AUC",7
"79","blood","99.9.","all",0.737973179702503,"ROC AUC",7
"80","blood","99.9.","all",0.621488786902321,"ROC AUC",7
"81","blood","99.9.","all",0.741447775282362,"ROC AUC",7
"82","blood","99.9.","all",0.664721869609088,"ROC AUC",7
"83","blood","99.9.","all",0.890887934121017,"ROC AUC",7
"84","blood","99.9.","all",0.739454154867689,"ROC AUC",7
"85","blood","99.9.","all",0.725897536047912,"ROC AUC",7
"86","blood","99.9.","all",0.795527780490186,"ROC AUC",7
"87","blood","99.9.","all",0.737338476060281,"ROC AUC",7
"88","blood","99.9.","all",0.761798977964391,"ROC AUC",7
"89","blood","99.9.","all",0.779635777756079,"ROC AUC",7
"90","blood","99.9.","all",0.674478403801712,"ROC AUC",7
"91","bone","99.","all",0.60773656776263,"ROC AUC",6
"92","bone","99.","all",0.610048783747661,"ROC AUC",6
"93","bone","99.","all",0.607284816893879,"ROC AUC",6
"94","bone","99.","all",0.585775862068966,"ROC AUC",6
"95","bone","99.","all",0.598867281475541,"ROC AUC",6
"96","bone","99.","all",0.566380646885859,"ROC AUC",6
"97","bone","99.","all",0.594712643678161,"ROC AUC",6
"98","bone","99.","all",0.593504410585405,"ROC AUC",6
"99","bone","99.","all",0.599045041432772,"ROC AUC",6
"100","bone","99.","all",0.609817562149158,"ROC AUC",6
"101","bone","99.","all",0.606386661320503,"ROC AUC",6
"102","bone","99.","all",0.650408981555734,"ROC AUC",6
"103","bone","99.","all",0.620885458433574,"ROC AUC",6
"104","bone","99.","all",0.603354717989842,"ROC AUC",6
"105","bone","99.","all",0.617030874097835,"ROC AUC",6
"106","bone","99.","all",0.585107591553061,"ROC AUC",6
"107","bone","99.","all",0.58562015503876,"ROC AUC",6
"108","bone","99.","all",0.600485164394547,"ROC AUC",6
"109","bone","99.","all",0.603847233360064,"ROC AUC",6
"110","bone","99.","all",0.606560411654638,"ROC AUC",6
"111","bone","99.","all",0.596641272387062,"ROC AUC",6
"112","bone","99.","all",0.61203488372093,"ROC AUC",6
"113","bone","99.","all",0.62134790163058,"ROC AUC",6
"114","bone","99.","all",0.623440924886394,"ROC AUC",6
"115","bone","99.","all",0.593400160384924,"ROC AUC",6
"116","bone","99.","all",0.636918604651163,"ROC AUC",6
"117","bone","99.","all",0.599201416733494,"ROC AUC",6
"118","bone","99.","all",0.653533814488105,"ROC AUC",6
"119","bone","99.","all",0.565157711841753,"ROC AUC",6
"120","bone","99.","all",0.611760892809409,"ROC AUC",6
"121","bone","99.5.","all",0.639903759742488,"ROC AUC",6
"122","bone","99.5.","all",0.708103898084454,"ROC AUC",6
"123","bone","99.5.","all",0.60379596193962,"ROC AUC",6
"124","bone","99.5.","all",0.614718986073212,"ROC AUC",6
"125","bone","99.5.","all",0.68374155106398,"ROC AUC",6
"126","bone","99.5.","all",0.636266836598531,"ROC AUC",6
"127","bone","99.5.","all",0.685393212529207,"ROC AUC",6
"128","bone","99.5.","all",0.507309248759552,"ROC AUC",6
"129","bone","99.5.","all",0.663379683338508,"ROC AUC",6
"130","bone","99.5.","all",0.624604445461131,"ROC AUC",6
"131","bone","99.5.","all",0.655321536140477,"ROC AUC",6
"132","bone","99.5.","all",0.663438233580061,"ROC AUC",6
"133","bone","99.5.","all",0.605767607283105,"ROC AUC",6
"134","bone","99.5.","all",0.608745499801202,"ROC AUC",6
"135","bone","99.5.","all",0.656466669934587,"ROC AUC",6
"136","bone","99.5.","all",0.684950681633742,"ROC AUC",6
"137","bone","99.5.","all",0.605263802879038,"ROC AUC",6
"138","bone","99.5.","all",0.659339716671296,"ROC AUC",6
"139","bone","99.5.","all",0.714771817453963,"ROC AUC",6
"140","bone","99.5.","all",0.671313921885808,"ROC AUC",6
"141","bone","99.5.","all",0.639781212725282,"ROC AUC",6
"142","bone","99.5.","all",0.731401447688763,"ROC AUC",6
"143","bone","99.5.","all",0.637638001557709,"ROC AUC",6
"144","bone","99.5.","all",0.634827589963127,"ROC AUC",6
"145","bone","99.5.","all",0.584581951275306,"ROC AUC",6
"146","bone","99.5.","all",0.614882382096153,"ROC AUC",6
"147","bone","99.5.","all",0.658180966541941,"ROC AUC",6
"148","bone","99.5.","all",0.628091588917392,"ROC AUC",6
"149","bone","99.5.","all",0.647255219141299,"ROC AUC",6
"150","bone","99.5.","all",0.662290376518902,"ROC AUC",6
"151","bone","99.9.","all",0.693643740584609,"ROC AUC",6
"152","bone","99.9.","all",0.691099211322522,"ROC AUC",6
"153","bone","99.9.","all",0.658627979694403,"ROC AUC",6
"154","bone","99.9.","all",0.668704821946248,"ROC AUC",6
"155","bone","99.9.","all",0.603800336738698,"ROC AUC",6
"156","bone","99.9.","all",0.674129353233831,"ROC AUC",6
"157","bone","99.9.","all",0.648456192320839,"ROC AUC",6
"158","bone","99.9.","all",0.712493512083349,"ROC AUC",6
"159","bone","99.9.","all",0.774961072500095,"ROC AUC",6
"160","bone","99.9.","all",0.713632853543985,"ROC AUC",6
"161","bone","99.9.","all",0.78653804767511,"ROC AUC",6
"162","bone","99.9.","all",0.661786487410277,"ROC AUC",6
"163","bone","99.9.","all",0.621605711898523,"ROC AUC",6
"164","bone","99.9.","all",0.746502854683326,"ROC AUC",6
"165","bone","99.9.","all",0.54330130517894,"ROC AUC",6
"166","bone","99.9.","all",0.701739394629904,"ROC AUC",6
"167","bone","99.9.","all",0.655456812628967,"ROC AUC",6
"168","bone","99.9.","all",0.731381261630777,"ROC AUC",6
"169","bone","99.9.","all",0.826339042699986,"ROC AUC",6
"170","bone","99.9.","all",0.659798969528946,"ROC AUC",6
"171","bone","99.9.","all",0.662843543098756,"ROC AUC",6
"172","bone","99.9.","all",0.68823819832137,"ROC AUC",6
"173","bone","99.9.","all",0.657608902054612,"ROC AUC",6
"174","bone","99.9.","all",0.789228159457167,"ROC AUC",6
"175","bone","99.9.","all",0.599787322927348,"ROC AUC",6
"176","bone","99.9.","all",0.780315977365083,"ROC AUC",6
"177","bone","99.9.","all",0.766827440406112,"ROC AUC",6
"178","bone","99.9.","all",0.772581114782322,"ROC AUC",6
"179","bone","99.9.","all",0.597628903826921,"ROC AUC",6
"180","bone","99.9.","all",0.718658615320345,"ROC AUC",6
"181","brain","99.","all",0.571447667066784,"ROC AUC",7
"182","brain","99.","all",0.587602958907332,"ROC AUC",7
"183","brain","99.","all",0.571959621127261,"ROC AUC",7
"184","brain","99.","all",0.574885645770564,"ROC AUC",7
"185","brain","99.","all",0.586450728097589,"ROC AUC",7
"186","brain","99.","all",0.603369272597492,"ROC AUC",7
"187","brain","99.","all",0.606787200881149,"ROC AUC",7
"188","brain","99.","all",0.583445170121131,"ROC AUC",7
"189","brain","99.","all",0.590771593634125,"ROC AUC",7
"190","brain","99.","all",0.578313599264283,"ROC AUC",7
"191","brain","99.","all",0.581784326987598,"ROC AUC",7
"192","brain","99.","all",0.590459475427542,"ROC AUC",7
"193","brain","99.","all",0.555113258139802,"ROC AUC",7
"194","brain","99.","all",0.590343182990828,"ROC AUC",7
"195","brain","99.","all",0.584056707934887,"ROC AUC",7
"196","brain","99.","all",0.583296128664883,"ROC AUC",7
"197","brain","99.","all",0.55865616737556,"ROC AUC",7
"198","brain","99.","all",0.573385205998016,"ROC AUC",7
"199","brain","99.","all",0.576218330361416,"ROC AUC",7
"200","brain","99.","all",0.548651676081453,"ROC AUC",7
"201","brain","99.","all",0.553654924249513,"ROC AUC",7
"202","brain","99.","all",0.566460459234822,"ROC AUC",7
"203","brain","99.","all",0.577757534279535,"ROC AUC",7
"204","brain","99.","all",0.560355106307327,"ROC AUC",7
"205","brain","99.","all",0.593533873179756,"ROC AUC",7
"206","brain","99.","all",0.563135431231069,"ROC AUC",7
"207","brain","99.","all",0.56546729509139,"ROC AUC",7
"208","brain","99.","all",0.590814367863721,"ROC AUC",7
"209","brain","99.","all",0.585952140983861,"ROC AUC",7
"210","brain","99.","all",0.563565178569042,"ROC AUC",7
"211","brain","99.5.","all",0.642689661933629,"ROC AUC",7
"212","brain","99.5.","all",0.659997385663633,"ROC AUC",7
"213","brain","99.5.","all",0.63989831320839,"ROC AUC",7
"214","brain","99.5.","all",0.646009324466376,"ROC AUC",7
"215","brain","99.5.","all",0.650267152497508,"ROC AUC",7
"216","brain","99.5.","all",0.645756060630817,"ROC AUC",7
"217","brain","99.5.","all",0.656371355587872,"ROC AUC",7
"218","brain","99.5.","all",0.659492219626041,"ROC AUC",7
"219","brain","99.5.","all",0.685664177600584,"ROC AUC",7
"220","brain","99.5.","all",0.614411256896674,"ROC AUC",7
"221","brain","99.5.","all",0.609420870029357,"ROC AUC",7
"222","brain","99.5.","all",0.704742024912447,"ROC AUC",7
"223","brain","99.5.","all",0.648520176685566,"ROC AUC",7
"224","brain","99.5.","all",0.618974090837296,"ROC AUC",7
"225","brain","99.5.","all",0.657346285191418,"ROC AUC",7
"226","brain","99.5.","all",0.662170552768746,"ROC AUC",7
"227","brain","99.5.","all",0.69613513940404,"ROC AUC",7
"228","brain","99.5.","all",0.618113538449808,"ROC AUC",7
"229","brain","99.5.","all",0.592347347265568,"ROC AUC",7
"230","brain","99.5.","all",0.650659302952566,"ROC AUC",7
"231","brain","99.5.","all",0.66012946411551,"ROC AUC",7
"232","brain","99.5.","all",0.700666655773599,"ROC AUC",7
"233","brain","99.5.","all",0.712703496130238,"ROC AUC",7
"234","brain","99.5.","all",0.629375609331002,"ROC AUC",7
"235","brain","99.5.","all",0.627850579783555,"ROC AUC",7
"236","brain","99.5.","all",0.653442481876658,"ROC AUC",7
"237","brain","99.5.","all",0.662727460880269,"ROC AUC",7
"238","brain","99.5.","all",0.664908797786529,"ROC AUC",7
"239","brain","99.5.","all",0.647430869865961,"ROC AUC",7
"240","brain","99.5.","all",0.672754530154736,"ROC AUC",7
"241","brain","99.9.","all",0.801205391040243,"ROC AUC",7
"242","brain","99.9.","all",0.731548974943052,"ROC AUC",7
"243","brain","99.9.","all",0.749496962794229,"ROC AUC",7
"244","brain","99.9.","all",0.571896355353075,"ROC AUC",7
"245","brain","99.9.","all",0.682033029612756,"ROC AUC",7
"246","brain","99.9.","all",0.900037965072134,"ROC AUC",7
"247","brain","99.9.","all",0.721621108580106,"ROC AUC",7
"248","brain","99.9.","all",0.893118830675778,"ROC AUC",7
"249","brain","99.9.","all",0.589474183750949,"ROC AUC",7
"250","brain","99.9.","all",0.759766514806378,"ROC AUC",7
"251","brain","99.9.","all",0.882203872437358,"ROC AUC",7
"252","brain","99.9.","all",0.723851556567958,"ROC AUC",7
"253","brain","99.9.","all",0.747114654517844,"ROC AUC",7
"254","brain","99.9.","all",0.729944950645406,"ROC AUC",7
"255","brain","99.9.","all",0.881093394077449,"ROC AUC",7
"256","brain","99.9.","all",0.719589977220957,"ROC AUC",7
"257","brain","99.9.","all",0.649648823082764,"ROC AUC",7
"258","brain","99.9.","all",0.790821943811693,"ROC AUC",7
"259","brain","99.9.","all",0.736902050113895,"ROC AUC",7
"260","brain","99.9.","all",0.763439635535308,"ROC AUC",7
"261","brain","99.9.","all",0.663022019741837,"ROC AUC",7
"262","brain","99.9.","all",0.798699696279423,"ROC AUC",7
"263","brain","99.9.","all",0.652591116173121,"ROC AUC",7
"264","brain","99.9.","all",0.783551632498102,"ROC AUC",7
"265","brain","99.9.","all",0.911408504176158,"ROC AUC",7
"266","brain","99.9.","all",0.784889901290812,"ROC AUC",7
"267","brain","99.9.","all",0.603122627182992,"ROC AUC",7
"268","brain","99.9.","all",0.873899012908125,"ROC AUC",7
"269","brain","99.9.","all",0.671326879271071,"ROC AUC",7
"270","brain","99.9.","all",0.823870539104024,"ROC AUC",7
"271","breast","99.","all",0.738996677793547,"ROC AUC",7
"272","breast","99.","all",0.741248483599083,"ROC AUC",7
"273","breast","99.","all",0.722698176090157,"ROC AUC",7
"274","breast","99.","all",0.764934071249039,"ROC AUC",7
"275","breast","99.","all",0.735975108559769,"ROC AUC",7
"276","breast","99.","all",0.754191081051794,"ROC AUC",7
"277","breast","99.","all",0.745219537851217,"ROC AUC",7
"278","breast","99.","all",0.758653065971038,"ROC AUC",7
"279","breast","99.","all",0.721812122221253,"ROC AUC",7
"280","breast","99.","all",0.714655634932591,"ROC AUC",7
"281","breast","99.","all",0.776428984863742,"ROC AUC",7
"282","breast","99.","all",0.788414168404416,"ROC AUC",7
"283","breast","99.","all",0.734072834817358,"ROC AUC",7
"284","breast","99.","all",0.739563593691772,"ROC AUC",7
"285","breast","99.","all",0.742685595578849,"ROC AUC",7
"286","breast","99.","all",0.76889587512521,"ROC AUC",7
"287","breast","99.","all",0.764936053472459,"ROC AUC",7
"288","breast","99.","all",0.722590475284317,"ROC AUC",7
"289","breast","99.","all",0.776151473584891,"ROC AUC",7
"290","breast","99.","all",0.796655592645158,"ROC AUC",7
"291","breast","99.","all",0.737608460658151,"ROC AUC",7
"292","breast","99.","all",0.739060108942999,"ROC AUC",7
"293","breast","99.","all",0.77035413082146,"ROC AUC",7
"294","breast","99.","all",0.750198883083177,"ROC AUC",7
"295","breast","99.","all",0.778709863279443,"ROC AUC",7
"296","breast","99.","all",0.773310286682366,"ROC AUC",7
"297","breast","99.","all",0.756290916395102,"ROC AUC",7
"298","breast","99.","all",0.710625774718987,"ROC AUC",7
"299","breast","99.","all",0.708607210535914,"ROC AUC",7
"300","breast","99.","all",0.724228452570679,"ROC AUC",7
"301","breast","99.5.","all",0.830318888958216,"ROC AUC",8
"302","breast","99.5.","all",0.827045766518999,"ROC AUC",8
"303","breast","99.5.","all",0.836376375283376,"ROC AUC",8
"304","breast","99.5.","all",0.834139264990329,"ROC AUC",8
"305","breast","99.5.","all",0.861096379027058,"ROC AUC",8
"306","breast","99.5.","all",0.849741841891808,"ROC AUC",8
"307","breast","99.5.","all",0.77185634658181,"ROC AUC",8
"308","breast","99.5.","all",0.853421829828831,"ROC AUC",8
"309","breast","99.5.","all",0.823511366236143,"ROC AUC",8
"310","breast","99.5.","all",0.826920977101142,"ROC AUC",8
"311","breast","99.5.","all",0.8170418148541,"ROC AUC",8
"312","breast","99.5.","all",0.851930856263389,"ROC AUC",8
"313","breast","99.5.","all",0.828311859154344,"ROC AUC",8
"314","breast","99.5.","all",0.840142155945176,"ROC AUC",8
"315","breast","99.5.","all",0.800473419853996,"ROC AUC",8
"316","breast","99.5.","all",0.839542906761507,"ROC AUC",8
"317","breast","99.5.","all",0.805522191718142,"ROC AUC",8
"318","breast","99.5.","all",0.810343482872652,"ROC AUC",8
"319","breast","99.5.","all",0.853549219026226,"ROC AUC",8
"320","breast","99.5.","all",0.86212979139369,"ROC AUC",8
"321","breast","99.5.","all",0.822952413635324,"ROC AUC",8
"322","breast","99.5.","all",0.821181963769472,"ROC AUC",8
"323","breast","99.5.","all",0.813568509390404,"ROC AUC",8
"324","breast","99.5.","all",0.837169308042678,"ROC AUC",8
"325","breast","99.5.","all",0.859528711965225,"ROC AUC",8
"326","breast","99.5.","all",0.831029928662049,"ROC AUC",8
"327","breast","99.5.","all",0.822340165553961,"ROC AUC",8
"328","breast","99.5.","all",0.839657297061209,"ROC AUC",8
"329","breast","99.5.","all",0.818122023252428,"ROC AUC",8
"330","breast","99.5.","all",0.828177970508101,"ROC AUC",8
"331","breast","99.9.","all",0.913573829326649,"ROC AUC",6
"332","breast","99.9.","all",0.926754585849379,"ROC AUC",6
"333","breast","99.9.","all",0.866362367551555,"ROC AUC",6
"334","breast","99.9.","all",0.822704226956819,"ROC AUC",6
"335","breast","99.9.","all",0.856628118947248,"ROC AUC",6
"336","breast","99.9.","all",0.806112566936311,"ROC AUC",6
"337","breast","99.9.","all",0.826563746154723,"ROC AUC",6
"338","breast","99.9.","all",0.84288481257833,"ROC AUC",6
"339","breast","99.9.","all",0.906687934373932,"ROC AUC",6
"340","breast","99.9.","all",0.87486470320155,"ROC AUC",6
"341","breast","99.9.","all",0.835272587444457,"ROC AUC",6
"342","breast","99.9.","all",0.852441039079412,"ROC AUC",6
"343","breast","99.9.","all",0.863642189814287,"ROC AUC",6
"344","breast","99.9.","all",0.889968098439102,"ROC AUC",6
"345","breast","99.9.","all",0.878966332459838,"ROC AUC",6
"346","breast","99.9.","all",0.913758972314002,"ROC AUC",6
"347","breast","99.9.","all",0.86355673920474,"ROC AUC",6
"348","breast","99.9.","all",0.914186225361741,"ROC AUC",6
"349","breast","99.9.","all",0.93063546769967,"ROC AUC",6
"350","breast","99.9.","all",0.791934886635525,"ROC AUC",6
"351","breast","99.9.","all",0.776753161672553,"ROC AUC",6
"352","breast","99.9.","all",0.865272872279822,"ROC AUC",6
"353","breast","99.9.","all",0.737502848353652,"ROC AUC",6
"354","breast","99.9.","all",0.923884869545403,"ROC AUC",6
"355","breast","99.9.","all",0.808725931411644,"ROC AUC",6
"356","breast","99.9.","all",0.84427338498348,"ROC AUC",6
"357","breast","99.9.","all",0.935335251224792,"ROC AUC",6
"358","breast","99.9.","all",0.907086703885154,"ROC AUC",6
"359","breast","99.9.","all",0.850005696707303,"ROC AUC",6
"360","breast","99.9.","all",0.912434487866013,"ROC AUC",6
"361","liver","99.","all",0.603113979278897,"ROC AUC",7
"362","liver","99.","all",0.595970206642856,"ROC AUC",7
"363","liver","99.","all",0.59803874933438,"ROC AUC",7
"364","liver","99.","all",0.587320778052174,"ROC AUC",7
"365","liver","99.","all",0.600586934949585,"ROC AUC",7
"366","liver","99.","all",0.626313237219762,"ROC AUC",7
"367","liver","99.","all",0.611218359092669,"ROC AUC",7
"368","liver","99.","all",0.603873083575467,"ROC AUC",7
"369","liver","99.","all",0.592880936241846,"ROC AUC",7
"370","liver","99.","all",0.616766625309026,"ROC AUC",7
"371","liver","99.","all",0.614912798802346,"ROC AUC",7
"372","liver","99.","all",0.606711301206507,"ROC AUC",7
"373","liver","99.","all",0.583816609915527,"ROC AUC",7
"374","liver","99.","all",0.60570180480515,"ROC AUC",7
"375","liver","99.","all",0.559693081382059,"ROC AUC",7
"376","liver","99.","all",0.600703212021992,"ROC AUC",7
"377","liver","99.","all",0.597617905612086,"ROC AUC",7
"378","liver","99.","all",0.644184230450587,"ROC AUC",7
"379","liver","99.","all",0.627102071449618,"ROC AUC",7
"380","liver","99.","all",0.603832782999235,"ROC AUC",7
"381","liver","99.","all",0.600409216015053,"ROC AUC",7
"382","liver","99.","all",0.614708653260449,"ROC AUC",7
"383","liver","99.","all",0.609229756888426,"ROC AUC",7
"384","liver","99.","all",0.603117943270002,"ROC AUC",7
"385","liver","99.","all",0.675974117780746,"ROC AUC",7
"386","liver","99.","all",0.602660102297397,"ROC AUC",7
"387","liver","99.","all",0.560915311972707,"ROC AUC",7
"388","liver","99.","all",0.578956096155854,"ROC AUC",7
"389","liver","99.","all",0.59147371939964,"ROC AUC",7
"390","liver","99.","all",0.577358607740618,"ROC AUC",7
"391","liver","99.5.","all",0.570072004447412,"ROC AUC",5
"392","liver","99.5.","all",0.545327956717533,"ROC AUC",5
"393","liver","99.5.","all",0.568232659217075,"ROC AUC",5
"394","liver","99.5.","all",0.573877041832802,"ROC AUC",5
"395","liver","99.5.","all",0.529259287828934,"ROC AUC",5
"396","liver","99.5.","all",0.605501012105365,"ROC AUC",5
"397","liver","99.5.","all",0.557765813980088,"ROC AUC",5
"398","liver","99.5.","all",0.56279309161615,"ROC AUC",5
"399","liver","99.5.","all",0.557674046213715,"ROC AUC",5
"400","liver","99.5.","all",0.596349504853052,"ROC AUC",5
"401","liver","99.5.","all",0.490969519801888,"ROC AUC",5
"402","liver","99.5.","all",0.570552122761332,"ROC AUC",5
"403","liver","99.5.","all",0.604190993991206,"ROC AUC",5
"404","liver","99.5.","all",0.61682701643042,"ROC AUC",5
"405","liver","99.5.","all",0.578881710019178,"ROC AUC",5
"406","liver","99.5.","all",0.597953445813129,"ROC AUC",5
"407","liver","99.5.","all",0.584604560724992,"ROC AUC",5
"408","liver","99.5.","all",0.562258444629458,"ROC AUC",5
"409","liver","99.5.","all",0.60146589032023,"ROC AUC",5
"410","liver","99.5.","all",0.553976736206241,"ROC AUC",5
"411","liver","99.5.","all",0.539630375396663,"ROC AUC",5
"412","liver","99.5.","all",0.571812932073233,"ROC AUC",5
"413","liver","99.5.","all",0.591652059188879,"ROC AUC",5
"414","liver","99.5.","all",0.600375316864788,"ROC AUC",5
"415","liver","99.5.","all",0.552398064631107,"ROC AUC",5
"416","liver","99.5.","all",0.598849843994797,"ROC AUC",5
"417","liver","99.5.","all",0.606445289121663,"ROC AUC",5
"418","liver","99.5.","all",0.570312728588186,"ROC AUC",5
"419","liver","99.5.","all",0.578031860704511,"ROC AUC",5
"420","liver","99.5.","all",0.568283197986961,"ROC AUC",5
"421","liver","99.9.","all",0.714079232171337,"ROC AUC",7
"422","liver","99.9.","all",0.544657097288676,"ROC AUC",7
"423","liver","99.9.","all",0.726361357940305,"ROC AUC",7
"424","liver","99.9.","all",0.583938539530645,"ROC AUC",7
"425","liver","99.9.","all",0.706396673501937,"ROC AUC",7
"426","liver","99.9.","all",0.670903110047847,"ROC AUC",7
"427","liver","99.9.","all",0.613045397584871,"ROC AUC",7
"428","liver","99.9.","all",0.74937343358396,"ROC AUC",7
"429","liver","99.9.","all",0.861322339940761,"ROC AUC",7
"430","liver","99.9.","all",0.696627933470039,"ROC AUC",7
"431","liver","99.9.","all",0.6501338573707,"ROC AUC",7
"432","liver","99.9.","all",0.701348541809068,"ROC AUC",7
"433","liver","99.9.","all",0.771395819093188,"ROC AUC",7
"434","liver","99.9.","all",0.864284290271132,"ROC AUC",7
"435","liver","99.9.","all",0.879115402141718,"ROC AUC",7
"436","liver","99.9.","all",0.832215481886534,"ROC AUC",7
"437","liver","99.9.","all",0.699532923217134,"ROC AUC",7
"438","liver","99.9.","all",0.75566045796309,"ROC AUC",7
"439","liver","99.9.","all",0.781328320802005,"ROC AUC",7
"440","liver","99.9.","all",0.719732570061517,"ROC AUC",7
"441","liver","99.9.","all",0.630866940077466,"ROC AUC",7
"442","liver","99.9.","all",0.858452950558214,"ROC AUC",7
"443","liver","99.9.","all",0.541424584187742,"ROC AUC",7
"444","liver","99.9.","all",0.850378787878788,"ROC AUC",7
"445","liver","99.9.","all",0.693267259056733,"ROC AUC",7
"446","liver","99.9.","all",0.693025176577808,"ROC AUC",7
"447","liver","99.9.","all",0.881799669628617,"ROC AUC",7
"448","liver","99.9.","all",0.743591934381408,"ROC AUC",7
"449","liver","99.9.","all",0.655196229209387,"ROC AUC",7
"450","liver","99.9.","all",0.687535600364548,"ROC AUC",7
"451","ovary","99.","all",0.70708219864088,"ROC AUC",5
"452","ovary","99.","all",0.687444586707681,"ROC AUC",5
"453","ovary","99.","all",0.687556239123799,"ROC AUC",5
"454","ovary","99.","all",0.672364903879822,"ROC AUC",5
"455","ovary","99.","all",0.646279199749476,"ROC AUC",5
"456","ovary","99.","all",0.689105498980594,"ROC AUC",5
"457","ovary","99.","all",0.711831059984435,"ROC AUC",5
"458","ovary","99.","all",0.672535355497329,"ROC AUC",5
"459","ovary","99.","all",0.668471603949721,"ROC AUC",5
"460","ovary","99.","all",0.652670474740788,"ROC AUC",5
